desertion_no,notice_no,process_state,happen_dt,happen_place,up_kind_nm,kind_nm,kind_full_nm,color_cd,age,weight,sex_cd,neuter_yn,special_mark,care_nm,care_tel,care_addr,org_nm,care_reg_no,notice_sdt,notice_edt,upd_tm,photo_urls,photo_local_paths
445470202600927,전북-남원-2026-00428,보호중,20260903,주생면,개,믹스견,[개] 믹스견,기타(믹스),2026(60일미만)(년생),1.3(Kg),M,N,해당없음,하나동물병원,063-634-7582,전북특별자치도 남원시 왕정동 67 ,전북특별자치도 남원시,345470201300002,20260903,20260914,2026-09-03 12:43:43.0,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/08/202609031209452[1].jpg|http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/08/202609031209697.jpg,images/445470202600927_0.jpg|images/445470202600927_1.jpg
445470202600926,전북-남원-2026-00427,보호중,20260903,주생면,개,믹스견,[개] 믹스견,기타(믹스),2026(60일미만)(년생),1.3(Kg),F,N,해당없음,하나동물병원,063-634-7582,전북특별자치도 남원시 왕정동 67 ,전북특별자치도 남원시,345470201300002,20260903,20260914,2026-09-03 12:43:37.0,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/08/202609031209273.jpg|http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/08/202609031209825.jpg,images/445470202600926_0.jpg|images/445470202600926_1.jpg
445470202600925,전북-남원-2026-00426,보호중,20260903,주생면,개,믹스견,[개] 믹스견,기타(믹스),2026(60일미만)(년생),1.3(Kg),F,N,해당없음,하나동물병원,063-634-7582,전북특별자치도 남원시 왕정동 67 ,전북특별자치도 남원시,345470201300002,20260903,20260914,2026-09-03 12:43:27.0,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/08/202609031209487.jpg|http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/08/202609031209756.jpg,images/445470202600925_0.jpg|images/445470202600925_1.jpg
445470202600924,전북-남원-2026-00425,보호중,20260903,운봉읍,개,믹스견,[개] 믹스견,흰색&갈색&탄,2023(년생),15(Kg),F,N,"내외부 기생충, 자궁 내막염 추정",인월동물병원,063-636-2873,전북특별자치도 남원시 인월면 인월로 64  ,전북특별자치도 남원시,345470202100001,20260903,20260914,2026-09-03 12:27:08.0,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/08/202609031209979.jpg|http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/08/20260903120926[1].jpg,images/445470202600924_0.jpg|images/445470202600924_1.jpg
445470202600923,전북-남원-2026-00424,보호중,20260903,운봉읍,개,믹스견,[개] 믹스견,흰색,2018(년생),13(Kg),M,N,내외부 기생충,인월동물병원,063-636-2873,전북특별자치도 남원시 인월면 인월로 64  ,전북특별자치도 남원시,345470202100001,20260903,20260914,2026-09-03 12:27:01.0,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/08/202609031209854.jpg|http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/08/202609031209896.jpg,images/445470202600923_0.jpg|images/445470202600923_1.jpg
445468202602298,전북-익산-2026-01153,보호중,20260903,익산시 삼기면 진북로 178-33,개,믹스견,[개] 믹스견,흰색,2026(년생),3(Kg),F,N,생후 3개월정도 되어보이는 진도믹스로 어리고 순하며 동배 중 가장 마른 편임,익산유기동물보호소,063-855-1214,전북특별자치도 익산시 삼기면 황금로 342-17  ,전북특별자치도 익산시,345468201200001,20260903,20260914,2026-09-09 17:24:33.0,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/08/202609031709280.jpg|http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/08/202609031709320.jpg,images/445468202602298_0.jpg|images/445468202602298_1.jpg
445468202602297,전북-익산-2026-01152,보호중,20260903,익산시 삼기면 진북로 178-33,개,믹스견,[개] 믹스견,흰색,2026(년생),4(Kg),M,N,생후 3개월정도 되어보이는 진도믹스로 어리고 순하며 토실토실함,익산유기동물보호소,063-855-1214,전북특별자치도 익산시 삼기면 황금로 342-17  ,전북특별자치도 익산시,345468201200001,20260903,20260914,2026-09-09 17:24:20.0,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/08/202609031709782.jpg|http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/08/202609031709817.jpg,images/445468202602297_0.jpg|images/445468202602297_1.jpg
445468202602296,전북-익산-2026-01151,보호중,20260903,익산시 삼기면 진북로 178-33,개,믹스견,[개] 믹스견,흰색,2026(년생),4(Kg),M,N,생후 3개월정도 되어보이는 진도믹스로 어리고 순하며 토실토실함,익산유기동물보호소,063-855-1214,전북특별자치도 익산시 삼기면 황금로 342-17  ,전북특별자치도 익산시,345468201200001,20260903,20260914,2026-09-09 17:24:08.0,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/08/202609031609557.jpg|http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/08/202609031609595.jpg,images/445468202602296_0.jpg|images/445468202602296_1.jpg
445468202602295,전북-익산-2026-01150,보호중,20260903,익산시 삼기면 진북로 178-33,개,믹스견,[개] 믹스견,흰색,2026(년생),4(Kg),M,N,"생후 3개월정도된 진도믹스로, 어리고 순하며 토실토실함",익산유기동물보호소,063-855-1214,전북특별자치도 익산시 삼기면 황금로 342-17  ,전북특별자치도 익산시,345468201200001,20260903,20260914,2026-09-09 17:22:31.0,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/08/202609031609799[1].jpg|http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/08/202609031609838.jpg,images/445468202602295_0.jpg|images/445468202602295_1.jpg
445468202602294,전북-익산-2026-01149,보호중,20260903,익산시 삼기면 진북로 178-33,개,믹스견,[개] 믹스견,흰색,2024(년생),15(Kg),F,N,빨간 목테를 하고 있으며 사람을 좋아함,익산유기동물보호소,063-855-1214,전북특별자치도 익산시 삼기면 황금로 342-17  ,전북특별자치도 익산시,345468201200001,20260903,20260914,2026-09-09 17:22:19.0,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/08/202609031609689.jpg|http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/08/202609031609727.jpg,images/445468202602294_0.jpg|images/445468202602294_1.jpg
445468202602284,전북-익산-2026-01139,보호중,20260903,익산시 신용동 81-9,개,믹스견,[개] 믹스견,흑갈색,2026(60일미만)(년생),1.2(Kg),F,N,"생후 35일된 진도믹스로 보이며, 작고 어리며 이빨은 다 나왔지만 사료를 불려서 줘야함",익산유기동물보호소,063-855-1214,전북특별자치도 익산시 삼기면 황금로 342-17  ,전북특별자치도 익산시,345468201200001,20260903,20260914,2026-09-09 17:15:58.0,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/08/202609031609146[1].jpg|http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/08/202609031609182[2].jpg,images/445468202602284_0.jpg|images/445468202602284_1.jpg
445468202602283,전북-익산-2026-01138,보호중,20260903,익산시 신용동 81-9,개,믹스견,[개] 믹스견,갈색&검정,2026(60일미만)(년생),1.2(Kg),F,N,"생후 35일된 진도믹스로 보이며, 작고 어리며 이빨은 다 나왔지만 사료를 불려서 줘야함",익산유기동물보호소,063-855-1214,전북특별자치도 익산시 삼기면 황금로 342-17  ,전북특별자치도 익산시,345468201200001,20260903,20260914,2026-09-09 17:15:47.0,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/08/20260903160991.jpg|http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/08/202609031609124.jpg,images/445468202602283_0.jpg|images/445468202602283_1.jpg
445468202602282,전북-익산-2026-01137,보호중,20260903,익산시 신용동 81-9,개,믹스견,[개] 믹스견,흰색,2026(60일미만)(년생),1.2(Kg),F,N,"생후 35일된 진도믹스로 보이며, 작고 어리며 이빨은 다 나왔지만 사료를 불려서 줘야함",익산유기동물보호소,063-855-1214,전북특별자치도 익산시 삼기면 황금로 342-17  ,전북특별자치도 익산시,345468201200001,20260903,20260914,2026-09-09 17:15:34.0,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/08/202609031609412.jpg|http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/08/202609031609448.jpg,images/445468202602282_0.jpg|images/445468202602282_1.jpg
445468202602281,전북-익산-2026-01136,보호중,20260903,익산시 신용동 81-9,개,믹스견,[개] 믹스견,흰색,2026(60일미만)(년생),1.2(Kg),M,N,"생후 35일정도된 진도믹스로 보이고, 작고 어리며 이빨은 다 나왔지만 사료를 불려서 줘야함",익산유기동물보호소,063-855-1214,전북특별자치도 익산시 삼기면 황금로 342-17  ,전북특별자치도 익산시,345468201200001,20260903,20260914,2026-09-09 17:15:24.0,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/08/202609031609182[1].jpg|http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/08/202609031609219.jpg,images/445468202602281_0.jpg|images/445468202602281_1.jpg
445468202602280,전북-익산-2026-01135,보호중,20260903,익산시 여산면 천호로 93-26,개,믹스견,[개] 믹스견,검정색,2026(60일미만)(년생),2(Kg),F,N,생후 두달넘어보임. 소심하고 겁이 많은 편이며 어림,익산유기동물보호소,063-855-1214,전북특별자치도 익산시 삼기면 황금로 342-17  ,전북특별자치도 익산시,345468201200001,20260903,20260914,2026-09-09 17:15:09.0,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/08/202609031509854[1].jpg|http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/08/202609031509890[2].jpg,images/445468202602280_0.jpg|images/445468202602280_1.jpg
445468202602279,전북-익산-2026-01134,보호중,20260903,익산시 여산면 천호로 93-26,개,믹스견,[개] 믹스견,흑갈색,2026(년생),2(Kg),F,N,생후 두달넘어보임. 소심하고 겁이 많은 편이며 어림,익산유기동물보호소,063-855-1214,전북특별자치도 익산시 삼기면 황금로 342-17  ,전북특별자치도 익산시,345468201200001,20260903,20260914,2026-09-09 17:14:58.0,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/08/202609031509174[1].jpg|http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/08/202609031509212.jpg,images/445468202602279_0.jpg|images/445468202602279_1.jpg
445468202602278,전북-익산-2026-01133,보호중,20260903,익산시 여산면 천호로 93-26,개,믹스견,[개] 믹스견,갈색&검정,2026(년생),2(Kg),F,N,생후 두달넘어보임. 소심하고 겁이 많은 편이며 어림,익산유기동물보호소,063-855-1214,전북특별자치도 익산시 삼기면 황금로 342-17  ,전북특별자치도 익산시,345468201200001,20260903,20260914,2026-09-09 17:14:00.0,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/08/202609031509423.jpg|http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/08/202609031509463.jpg,images/445468202602278_0.jpg|images/445468202602278_1.jpg
445468202602277,전북-익산-2026-01132,보호중,20260903,함라면 양산2길 29-4,개,믹스견,[개] 믹스견,흰색,2023(년생),12(Kg),M,N,"몸통 작은 진도믹스로, 낡은 빨간 목테 용 중",익산유기동물보호소,063-855-1214,전북특별자치도 익산시 삼기면 황금로 342-17  ,전북특별자치도 익산시,345468201200001,20260903,20260914,2026-09-09 17:13:48.0,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/08/202609031409459.jpg|http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/08/202609031409492[1].jpg,images/445468202602277_0.jpg|images/445468202602277_1.jpg
444568202600445,충남-당진-2026-00445,보호중,20260903,당진시 신평면 신평길 276,개,믹스견,[개] 믹스견,검정 황갈색&흰색,2025(년생),7.00(Kg),M,U,"순함. 광견병, 종합백신 완료(09/03)",당진시동물보호소,041-356-8210,충청남도 당진시 고대면 삼포길 180  ,충청남도 당진시,344568201700001,20260903,20260914,2026-09-03 13:48:46.0,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/08/202609031309576.jpg|http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/08/202609031309640.jpg,images/444568202600445_0.jpg|images/444568202600445_1.jpg
444455202600424,충남-금산-2026-00150,보호중,20260903,금산읍 남사직6길1,개,푸들,[개] 푸들,검정색,2023(년생),5(Kg),M,U,미용한 후 털 관리가 잘된 유기견,제일동물병원,041-751-3739,충청남도 금산군 금산읍 비단로 59  ,충청남도 금산군,344455202300001,20260903,20260914,2026-09-03 13:08:24.0,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/08/202609030909362.png|http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/08/202609030909379.png,images/444455202600424_0.png|images/444455202600424_1.png
444451202600758,충남-보령-2026-00302,보호중,20260903,보령시 청소면 야현정전길 92-19,개,믹스견,[개] 믹스견,흰색,2022(년생),8(Kg),F,N,.,보령시유기동물보호소,010-5427-7210,충청남도 보령시 대천방조제로 322 (대천동) 보령시시설관리공단 내 좌측 생태공원2,충청남도 보령시,344451201300001,20260903,20260914,2026-09-03 08:49:31.0,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/08/202609030809463.jpg|http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/08/202609030809794.jpg,images/444451202600758_0.jpg|images/444451202600758_1.jpg
444449202601496,충남-천안-2026-00463,보호중,20260903,동남구 태조산길 131-114,개,믹스견,[개] 믹스견,금색&흰색,2025(년생),3.6(Kg),M,Y,"순함, 양측 결막염 ",천안시 동물보호센터,010-5913-5119,"충청남도 천안시 동남구 목천읍 충절로 577  문의전화 : 입양(010-5913-5119), 구조(010-4999-6119)",충청남도 천안시,344449202100001,20260903,20260914,2026-09-07 10:05:08.0,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/08/202609031109700.jpg|http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/08/20260903110964.jpg,images/444449202601496_0.jpg|images/444449202601496_1.jpg
443571202601770,충북-청주-2026-00720,보호중,20260903,옥산면 덕촌리 6-2,개,믹스견,[개] 믹스견,갈색,2024(년생),20(Kg),M,N,"2마리 함께 발견, 파란빨강 목걸이 착용한 상태로 매우 순하고 얌전한 아이들[1R3]",반려동물보호센터,043-201-2298,충청북도 청주시 흥덕구 강내면 서부로 411-23  청주시 반려동물 보호센터,충청북도 청주시,343571201600001,20260903,20260914,2026-09-04 16:50:04.0,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/08/202609031509701.jpeg|http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/08/202609031509721.jpeg,images/443571202601770_0.jpeg|images/443571202601770_1.jpeg
443571202601769,충북-청주-2026-00719,보호중,20260903,옥산면 덕촌리 6-2,개,믹스견,[개] 믹스견,갈색,2024(년생),20(Kg),M,N,"2마리 함께 발견, 빨강파랑 목걸이 착용한 상태로 매우 순하고 얌전한 아이들[6L2]",반려동물보호센터,043-201-2298,충청북도 청주시 흥덕구 강내면 서부로 411-23  청주시 반려동물 보호센터,충청북도 청주시,343571201600001,20260903,20260914,2026-09-03 15:42:11.0,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/08/202609031409517.jpeg|http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/08/202609031409540.jpeg,images/443571202601769_0.jpeg|images/443571202601769_1.jpeg
442431202600190,강원-화천-2026-00046,보호중,20260903,화천읍 호음로 310,개,믹스견,[개] 믹스견,흰색,2021(년생),7.00(Kg),M,U,"많이 야위어 있는 상태였으며, 아직까지는 경계가 심함 ",화천군농업기술센터,033-440-2941,강원도 화천군 상서면 영서로 6387-9  화천농업기술센터,강원특별자치도 화천군,342431201300001,20260903,20260914,2026-09-03 13:28:42.0,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/08/202609031309160.jpg|http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/08/202609031309180.jpg,images/442431202600190_0.jpg|images/442431202600190_1.jpg
442430202600151,강원-철원-2026-00151,보호중,20260903,동송소방서,개,믹스견,[개] 믹스견,황갈색,2024(년생),10(Kg),M,U,사람을 좋아하며 순함,철원군,033-450-5394,강원도 철원군 동송읍 장흥로 311  ,강원특별자치도 철원군,342430201900001,20260903,20260914,2026-09-03 16:57:14.0,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/08/202609031609616.jpg|http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/08/202609031609226.jpg,images/442430202600151_0.jpg|images/442430202600151_1.jpg
442430202600150,강원-철원-2026-00150,보호중,20260903,김화읍 생창길,개,믹스견,[개] 믹스견,흑갈색,2026(60일미만)(년생),2(Kg),F,N,사람을 경계함,철원군,033-450-5394,강원도 철원군 동송읍 장흥로 311  ,강원특별자치도 철원군,342430201900001,20260903,20260914,2026-09-03 16:18:50.0,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/08/20260903160956[1].jpg|http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/08/202609031609135.jpg,images/442430202600150_0.jpg|images/442430202600150_1.jpg
442430202600149,강원-철원-2026-00149,보호중,20260903,김화읍 생창길,개,믹스견,[개] 믹스견,황갈색,2026(60일미만)(년생),2(Kg),F,N,사람을 경계함,철원군,033-450-5394,강원도 철원군 동송읍 장흥로 311  ,강원특별자치도 철원군,342430201900001,20260903,20260914,2026-09-03 16:18:16.0,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/08/202609031609957.jpg|http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/08/20260903160927.jpg,images/442430202600149_0.jpg|images/442430202600149_1.jpg
442430202600148,강원-철원-2026-00148,보호중,20260903,김화읍 생창길,개,믹스견,[개] 믹스견,황갈색,2026(60일미만)(년생),2(Kg),F,N,사람을 경계함,철원군,033-450-5394,강원도 철원군 동송읍 장흥로 311  ,강원특별자치도 철원군,342430201900001,20260903,20260914,2026-09-03 16:17:15.0,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/08/20260903160968.jpg|http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/08/202609031609146[2].jpg,images/442430202600148_0.jpg|images/442430202600148_1.jpg
442418202600801,강원-춘천-2026-00250,보호중,20260903,영서로 3282,개,믹스견,[개] 믹스견,흰색,2018(년생),20(Kg),F,U,온순,춘천시 동물보호센터,033-245-5351,강원도 춘천시 신북읍 영서로 3282 (신북읍) (전)102보충대 주차장,강원특별자치도 춘천시,342418201300001,20260903,20260914,2026-09-03 16:24:31.0,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/08/202609031609434.jpg|http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/08/202609031609447.jpg,images/442418202600801_0.jpg|images/442418202600801_1.jpg
441553202602512,경기-화성-2026-01317,보호중,20260903,서신면 궁평항로 인근,개,믹스견,[개] 믹스견,크림색,2024(년생),12(Kg),M,U,활발하고 성격이 좋은 강아지/ 강아지들을 조금 무서워함/ 사람을 좋아함,화성시민동물보호센터,010-3969-1034,경기도 화성시 서신면 전곡항로 492  ,경기도 화성시,341553202500001,20260903,20260914,2026-09-03 17:40:39.0,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/08/202609031709611.jpg|http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/08/202609031709723.jpg,images/441553202602512_0.jpg|images/441553202602512_1.jpg
441553202602511,경기-화성-2026-01316,보호중,20260903,향남읍 서봉로 인근,개,푸들,[개] 푸들,회색,2023(년생),4(Kg),F,U,말티푸 느낌이 있는 강아지/ 얌전하고 조용한 성격/ 매력적인 눈,화성시민동물보호센터,010-3969-1034,경기도 화성시 서신면 전곡항로 492  ,경기도 화성시,341553202500001,20260903,20260914,2026-09-03 17:40:39.0,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/08/20260903170959.jpg|http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/08/202609031709172.jpg,images/441553202602511_0.jpg|images/441553202602511_1.jpg
441553202602508,경기-화성-2026-01313,보호중,20260903,봉담읍 최루백로 인근,개,믹스견,[개] 믹스견,흰색,2026(60일미만)(년생),3(Kg),M,U,한쪽귀만 접힌 귀여운 강아지/ 억울하고 깊은 눈매/ 몸에비해 다리가 짧은편,화성시민동물보호센터,010-3969-1034,경기도 화성시 서신면 전곡항로 492  ,경기도 화성시,341553202500001,20260903,20260914,2026-09-03 15:34:48.0,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/08/202609031509121.jpg|http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/08/202609031509841[1].jpg,images/441553202602508_0.jpg|images/441553202602508_1.jpg
441553202602507,경기-화성-2026-01312,보호중,20260903,장안면 상두원길 인근,개,믹스견,[개] 믹스견,크림색,2023(년생),20(Kg),F,U,6마리 남매의 엄마견/ 순하고 얌전한 성격/ 새끼들을 많이 사랑함/ 사람경계하지 않음,화성시민동물보호센터,010-3969-1034,경기도 화성시 서신면 전곡항로 492  ,경기도 화성시,341553202500001,20260903,20260914,2026-09-03 15:34:48.0,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/08/202609031509596.jpg|http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/08/202609031509484.jpg,images/441553202602507_0.jpg|images/441553202602507_1.jpg
441553202602506,경기-화성-2026-01311,보호중,20260903,장안면 상두원길 인근,개,믹스견,[개] 믹스견,갈색&검정&흰색,2026(60일미만)(년생),3(Kg),F,U,안경을 쓴듯한 너구리상/ 포실포실 포동포동 귀여움/ 순하고 사람을 좋아함,화성시민동물보호센터,010-3969-1034,경기도 화성시 서신면 전곡항로 492  ,경기도 화성시,341553202500001,20260903,20260914,2026-09-03 15:34:47.0,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/08/202609031509227.jpg|http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/08/202609031509987.jpg,images/441553202602506_0.jpg|images/441553202602506_1.jpg
441553202602505,경기-화성-2026-01310,보호중,20260903,장안면 상두원길 인근,개,믹스견,[개] 믹스견,갈색,2026(60일미만)(년생),3(Kg),F,U,억울한 외모가 너무 귀여움/ 사람대한 경계심 없음/ 순하고 얌전함,화성시민동물보호센터,010-3969-1034,경기도 화성시 서신면 전곡항로 492  ,경기도 화성시,341553202500001,20260903,20260914,2026-09-03 15:34:47.0,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/08/20260903150966.jpg|http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/08/20260903150903.jpg,images/441553202602505_0.jpg|images/441553202602505_1.jpg
441553202602504,경기-화성-2026-01309,보호중,20260903,장안면 상두원길 인근,개,믹스견,[개] 믹스견,갈색&검정&흰색,2026(60일미만)(년생),3(Kg),F,U,너무귀여운 너구리상/ 사람좋아함/ 성격좋음/ 통통한 몸,화성시민동물보호센터,010-3969-1034,경기도 화성시 서신면 전곡항로 492  ,경기도 화성시,341553202500001,20260903,20260914,2026-09-03 15:34:47.0,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/08/202609031509102.jpg|http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/08/202609031509864.jpg,images/441553202602504_0.jpg|images/441553202602504_1.jpg
441553202602503,경기-화성-2026-01308,보호중,20260903,장안면 상두원길 인근,개,믹스견,[개] 믹스견,갈색&검정,2026(60일미만)(년생),4(Kg),F,U,동글동글 포동포동 너무귀여운 아기 강아지/ 사람을 좋아함/ 겁이 없음,화성시민동물보호센터,010-3969-1034,경기도 화성시 서신면 전곡항로 492  ,경기도 화성시,341553202500001,20260903,20260914,2026-09-03 15:34:47.0,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/08/202609031509172.jpg|http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/08/202609031509973.jpg,images/441553202602503_0.jpg|images/441553202602503_1.jpg
441553202602502,경기-화성-2026-01307,보호중,20260903,장안면 상두원길 인근,개,믹스견,[개] 믹스견,갈색,2026(60일미만)(년생),3(Kg),M,U,순둥한 아기강아지/ 성격 너무 좋음/ 겁도 없음/ 사람을 너무 좋아함,화성시민동물보호센터,010-3969-1034,경기도 화성시 서신면 전곡항로 492  ,경기도 화성시,341553202500001,20260903,20260914,2026-09-03 15:34:47.0,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/08/202609031409399.jpg|http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/08/202609031409753.jpg,images/441553202602502_0.jpg|images/441553202602502_1.jpg
441553202602501,경기-화성-2026-01306,보호중,20260903,장안면 상두원길 인근,개,믹스견,[개] 믹스견,갈색&검정,2026(60일미만)(년생),3(Kg),F,U,통통 포실포실한 아기강아지/ 사람경계 없음/ 너무 귀여운 외모,화성시민동물보호센터,010-3969-1034,경기도 화성시 서신면 전곡항로 492  ,경기도 화성시,341553202500001,20260903,20260914,2026-09-03 15:34:46.0,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/08/202609031409881.jpg|http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/08/202609031409459.png,images/441553202602501_0.jpg|images/441553202602501_1.png
441553202602500,경기-화성-2026-01305,보호중,20260903,마도119,개,비숑 프리제,[개] 비숑 프리제,흰색,2024(년생),5(Kg),M,Y,하이바를 쓴 비숑강아지/ 완전 활발함/ 사람좋아함/ 점프력이 아주 좋음,화성시민동물보호센터,010-3969-1034,경기도 화성시 서신면 전곡항로 492  ,경기도 화성시,341553202500001,20260903,20260914,2026-09-03 11:56:18.0,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/08/202609031109797.jpg|http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/08/202609031109656.jpg,images/441553202602500_0.jpg|images/441553202602500_1.jpg
