split,filename,relpath,dog_id,camera,sequence,frame,width,height,aspect_ratio,filesize_bytes
train,78_c1s3_4.jpg,train/78_c1s3_4.jpg,78,1,3,4,135,110,1.2273,5050
train,78_c2s1_1.jpg,train/78_c2s1_1.jpg,78,2,1,1,125,119,1.0504,5376
train,78_c2s2_0.jpg,train/78_c2s2_0.jpg,78,2,2,0,117,114,1.0263,5130
train,78_c3s3_5.jpg,train/78_c3s3_5.jpg,78,3,3,5,139,122,1.1393,5265
train,78_c3s6_2.jpg,train/78_c3s6_2.jpg,78,3,6,2,132,108,1.2222,6831
train,78_c4s5_3.jpg,train/78_c4s5_3.jpg,78,4,5,3,136,110,1.2364,4147
train,78_c6s4_6.jpg,train/78_c6s4_6.jpg,78,6,4,6,143,128,1.1172,5286
train,80_c1s2_8.jpg,train/80_c1s2_8.jpg,80,1,2,8,148,221,0.6697,10334
train,80_c1s3_3.jpg,train/80_c1s3_3.jpg,80,1,3,3,156,232,0.6724,10499
train,80_c2s3_6.jpg,train/80_c2s3_6.jpg,80,2,3,6,121,195,0.6205,8583
train,80_c2s3_7.jpg,train/80_c2s3_7.jpg,80,2,3,7,101,193,0.5233,7086
train,80_c2s5_5.jpg,train/80_c2s5_5.jpg,80,2,5,5,82,193,0.4249,3218
train,80_c3s1_1.jpg,train/80_c3s1_1.jpg,80,3,1,1,176,239,0.7364,8358
train,80_c3s1_2.jpg,train/80_c3s1_2.jpg,80,3,1,2,189,168,1.125,4686
train,80_c3s3_4.jpg,train/80_c3s3_4.jpg,80,3,3,4,190,178,1.0674,5764
train,80_c4s1_8.jpg,train/80_c4s1_8.jpg,80,4,1,8,103,189,0.545,3354
train,80_c4s4_1.jpg,train/80_c4s4_1.jpg,80,4,4,1,147,102,1.4412,6499
train,80_c6s2_2.jpg,train/80_c6s2_2.jpg,80,6,2,2,80,182,0.4396,5144
train,80_c6s3_3.jpg,train/80_c6s3_3.jpg,80,6,3,3,154,177,0.8701,4665
train,81_c1s4_5.jpg,train/81_c1s4_5.jpg,81,1,4,5,214,170,1.2588,4842
train,81_c1s4_9.jpg,train/81_c1s4_9.jpg,81,1,4,9,188,255,0.7373,5889
train,81_c2s1_0.jpg,train/81_c2s1_0.jpg,81,2,1,0,228,216,1.0556,6136
train,81_c2s4_6.jpg,train/81_c2s4_6.jpg,81,2,4,6,294,225,1.3067,7246
train,81_c3s5_1.jpg,train/81_c3s5_1.jpg,81,3,5,1,195,212,0.9198,5231
train,81_c4s5_8.jpg,train/81_c4s5_8.jpg,81,4,5,8,317,223,1.4215,7411
train,81_c6s2_4.jpg,train/81_c6s2_4.jpg,81,6,2,4,232,179,1.2961,5398
train,81_c6s4_7.jpg,train/81_c6s4_7.jpg,81,6,4,7,335,267,1.2547,8638
train,81_c6s5_3.jpg,train/81_c6s5_3.jpg,81,6,5,3,236,185,1.2757,5474
train,82_c1s3_3.jpg,train/82_c1s3_3.jpg,82,1,3,3,149,139,1.0719,7840
train,82_c1s4_1.jpg,train/82_c1s4_1.jpg,82,1,4,1,159,139,1.1439,7388
train,82_c2s3_4.jpg,train/82_c2s3_4.jpg,82,2,3,4,172,121,1.4215,3983
train,82_c3s1_5.jpg,train/82_c3s1_5.jpg,82,3,1,5,192,164,1.1707,9485
train,82_c3s2_2.jpg,train/82_c3s2_2.jpg,82,3,2,2,155,137,1.1314,8228
train,82_c4s1_6.jpg,train/82_c4s1_6.jpg,82,4,1,6,212,181,1.1713,14312
train,82_c4s1_8.jpg,train/82_c4s1_8.jpg,82,4,1,8,188,161,1.1677,11713
train,82_c5s4_7.jpg,train/82_c5s4_7.jpg,82,5,4,7,193,170,1.1353,12881
train,88_c1s5_3.jpg,train/88_c1s5_3.jpg,88,1,5,3,288,236,1.2203,22482
train,88_c2s6_2.jpg,train/88_c2s6_2.jpg,88,2,6,2,290,222,1.3063,24719
train,88_c3s1_7.jpg,train/88_c3s1_7.jpg,88,3,1,7,248,216,1.1481,20676
train,88_c3s3_4.jpg,train/88_c3s3_4.jpg,88,3,3,4,228,215,1.0605,21970
train,88_c3s3_6.jpg,train/88_c3s3_6.jpg,88,3,3,6,191,185,1.0324,15107
train,88_c4s2_9.jpg,train/88_c4s2_9.jpg,88,4,2,9,258,233,1.1073,26171
train,88_c4s3_0.jpg,train/88_c4s3_0.jpg,88,4,3,0,277,244,1.1352,24728
train,88_c5s5_1.jpg,train/88_c5s5_1.jpg,88,5,5,1,242,237,1.0211,22552
train,88_c6s4_8.jpg,train/88_c6s4_8.jpg,88,6,4,8,181,186,0.9731,16127
train,90_c1s1_1.jpg,train/90_c1s1_1.jpg,90,1,1,1,99,107,0.9252,3621
train,90_c2s4_0.jpg,train/90_c2s4_0.jpg,90,2,4,0,95,106,0.8962,3397
train,90_c3s3_3.jpg,train/90_c3s3_3.jpg,90,3,3,3,47,83,0.5663,3030
train,90_c3s6_7.jpg,train/90_c3s6_7.jpg,90,3,6,7,95,105,0.9048,3533
train,90_c5s1_5.jpg,train/90_c5s1_5.jpg,90,5,1,5,99,103,0.9612,3466
train,90_c5s3_6.jpg,train/90_c5s3_6.jpg,90,5,3,6,95,101,0.9406,3404
train,90_c5s4_2.jpg,train/90_c5s4_2.jpg,90,5,4,2,91,97,0.9381,3047
train,90_c6s1_4.jpg,train/90_c6s1_4.jpg,90,6,1,4,96,107,0.8972,3478
train,94_c1s2_2.jpg,train/94_c1s2_2.jpg,94,1,2,2,380,213,1.784,20811
train,94_c2s3_4.jpg,train/94_c2s3_4.jpg,94,2,3,4,359,211,1.7014,19964
train,94_c2s5_0.jpg,train/94_c2s5_0.jpg,94,2,5,0,339,190,1.7842,17309
train,94_c3s4_9.jpg,train/94_c3s4_9.jpg,94,3,4,9,137,169,0.8107,10754
train,94_c3s6_1.jpg,train/94_c3s6_1.jpg,94,3,6,1,259,149,1.7383,12341
train,94_c3s6_8.jpg,train/94_c3s6_8.jpg,94,3,6,8,140,194,0.7216,12420
train,94_c4s1_6.jpg,train/94_c4s1_6.jpg,94,4,1,6,199,109,1.8257,8213
train,94_c4s4_7.jpg,train/94_c4s4_7.jpg,94,4,4,7,212,303,0.6997,20469
train,94_c6s3_5.jpg,train/94_c6s3_5.jpg,94,6,3,5,232,284,0.8169,19687
train,95_c1s1_1.jpg,train/95_c1s1_1.jpg,95,1,1,1,120,145,0.8276,4004
train,95_c1s2_6.jpg,train/95_c1s2_6.jpg,95,1,2,6,172,186,0.9247,6661
train,95_c3s2_3.jpg,train/95_c3s2_3.jpg,95,3,2,3,164,169,0.9704,5939
train,95_c3s2_7.jpg,train/95_c3s2_7.jpg,95,3,2,7,128,123,1.0407,3771
train,95_c4s4_2.jpg,train/95_c4s4_2.jpg,95,4,4,2,171,169,1.0118,5788
train,95_c5s1_5.jpg,train/95_c5s1_5.jpg,95,5,1,5,175,166,1.0542,5981
train,95_c6s2_0.jpg,train/95_c6s2_0.jpg,95,6,2,0,110,126,0.873,2997
train,95_c6s3_4.jpg,train/95_c6s3_4.jpg,95,6,3,4,159,177,0.8983,5645
train,96_c1s3_4.jpg,train/96_c1s3_4.jpg,96,1,3,4,182,165,1.103,6510
train,96_c1s5_1.jpg,train/96_c1s5_1.jpg,96,1,5,1,223,232,0.9612,6691
train,96_c2s1_9.jpg,train/96_c2s1_9.jpg,96,2,1,9,193,175,1.1029,16255
train,96_c2s5_8.jpg,train/96_c2s5_8.jpg,96,2,5,8,197,183,1.0765,17324
train,96_c2s6_2.jpg,train/96_c2s6_2.jpg,96,2,6,2,111,174,0.6379,9621
train,96_c3s3_3.jpg,train/96_c3s3_3.jpg,96,3,3,3,164,218,0.7523,13295
train,96_c4s1_5.jpg,train/96_c4s1_5.jpg,96,4,1,5,153,195,0.7846,12355
train,96_c4s4_3.jpg,train/96_c4s4_3.jpg,96,4,4,3,158,153,1.0327,5562
train,96_c5s1_5.jpg,train/96_c5s1_5.jpg,96,5,1,5,175,178,0.9831,6071
train,96_c5s3_8.jpg,train/96_c5s3_8.jpg,96,5,3,8,272,251,1.0837,10021
train,96_c5s5_6.jpg,train/96_c5s5_6.jpg,96,5,5,6,174,190,0.9158,7190
train,96_c6s3_2.jpg,train/96_c6s3_2.jpg,96,6,3,2,157,226,0.6947,5873
train,96_c6s5_0.jpg,train/96_c6s5_0.jpg,96,6,5,0,175,170,1.0294,13094
train,96_c6s5_7.jpg,train/96_c6s5_7.jpg,96,6,5,7,228,246,0.9268,7160
train,96_c6s6_4.jpg,train/96_c6s6_4.jpg,96,6,6,4,200,211,0.9479,15000
val,100_c4s4_7.jpg,val/100_c4s4_7.jpg,100,4,4,7,61,76,0.8026,2321
val,101_c6s3_7.jpg,val/101_c6s3_7.jpg,101,6,3,7,210,166,1.2651,13125
val,102_c5s2_2.jpg,val/102_c5s2_2.jpg,102,5,2,2,87,172,0.5058,6887
val,103_c3s3_6.jpg,val/103_c3s3_6.jpg,103,3,3,6,228,281,0.8114,18436
val,104_c2s3_0.jpg,val/104_c2s3_0.jpg,104,2,3,0,88,154,0.5714,8236
val,108_c1s2_5.jpg,val/108_c1s2_5.jpg,108,1,2,5,245,197,1.2437,11121
val,110_c5s2_3.jpg,val/110_c5s2_3.jpg,110,5,2,3,301,245,1.2286,11550
val,115_c4s5_6.jpg,val/115_c4s5_6.jpg,115,4,5,6,156,153,1.0196,4228
val,117_c4s3_3.jpg,val/117_c4s3_3.jpg,117,4,3,3,244,246,0.9919,11722
val,118_c4s2_9.jpg,val/118_c4s2_9.jpg,118,4,2,9,126,213,0.5915,7215
val,121_c4s6_3.jpg,val/121_c4s6_3.jpg,121,4,6,3,366,228,1.6053,16383
val,122_c5s3_3.jpg,val/122_c5s3_3.jpg,122,5,3,3,189,186,1.0161,9703
val,123_c4s6_7.jpg,val/123_c4s6_7.jpg,123,4,6,7,257,157,1.6369,10271
val,126_c5s2_9.jpg,val/126_c5s2_9.jpg,126,5,2,9,281,288,0.9757,11601
val,127_c3s3_9.jpg,val/127_c3s3_9.jpg,127,3,3,9,112,49,2.2857,1685
val,128_c6s4_2.jpg,val/128_c6s4_2.jpg,128,6,4,2,62,108,0.5741,1733
val,12_c5s4_7.jpg,val/12_c5s4_7.jpg,12,5,4,7,140,292,0.4795,13448
val,130_c3s4_0.jpg,val/130_c3s4_0.jpg,130,3,4,0,150,132,1.1364,5972
val,131_c2s5_6.jpg,val/131_c2s5_6.jpg,131,2,5,6,62,116,0.5345,3887
val,132_c3s2_8.jpg,val/132_c3s2_8.jpg,132,3,2,8,265,209,1.2679,11739
val,133_c3s6_4.jpg,val/133_c3s6_4.jpg,133,3,6,4,83,79,1.0506,2389
val,134_c4s5_0.jpg,val/134_c4s5_0.jpg,134,4,5,0,212,155,1.3677,13211
val,135_c3s6_9.jpg,val/135_c3s6_9.jpg,135,3,6,9,493,350,1.4086,68191
val,136_c3s6_1.jpg,val/136_c3s6_1.jpg,136,3,6,1,155,144,1.0764,10449
val,138_c5s4_1.jpg,val/138_c5s4_1.jpg,138,5,4,1,155,295,0.5254,22708
val,139_c2s5_7.jpg,val/139_c2s5_7.jpg,139,2,5,7,89,75,1.1867,4243
val,140_c5s4_11.jpg,val/140_c5s4_11.jpg,140,5,4,11,155,150,1.0333,3083
val,141_c5s4_2.jpg,val/141_c5s4_2.jpg,141,5,4,2,113,176,0.642,3732
val,142_c6s1_1.jpg,val/142_c6s1_1.jpg,142,6,1,1,120,247,0.4858,6375
val,143_c2s4_2.jpg,val/143_c2s4_2.jpg,143,2,4,2,117,133,0.8797,3358
val,144_c6s4_7.jpg,val/144_c6s4_7.jpg,144,6,4,7,63,104,0.6058,2722
val,145_c2s1_3.jpg,val/145_c2s1_3.jpg,145,2,1,3,144,163,0.8834,14084
val,148_c3s3_4.jpg,val/148_c3s3_4.jpg,148,3,3,4,241,226,1.0664,4435
val,148_c3s4_0.jpg,val/148_c3s4_0.jpg,148,3,4,0,299,230,1.3,5271
val,149_c1s1_10.jpg,val/149_c1s1_10.jpg,149,1,1,10,283,340,0.8324,12128
val,149_c1s6_8.jpg,val/149_c1s6_8.jpg,149,1,6,8,271,340,0.7971,12512
val,14_c5s3_7.jpg,val/14_c5s3_7.jpg,14,5,3,7,365,398,0.9171,65452
val,150_c5s3_6.jpg,val/150_c5s3_6.jpg,150,5,3,6,369,355,1.0394,20217
val,150_c6s6_8.jpg,val/150_c6s6_8.jpg,150,6,6,8,349,307,1.1368,13790
val,151_c2s5_7.jpg,val/151_c2s5_7.jpg,151,2,5,7,266,212,1.2547,9403
val,151_c4s4_12.jpg,val/151_c4s4_12.jpg,151,4,4,12,130,195,0.6667,4561
val,153_c5s6_7.jpg,val/153_c5s6_7.jpg,153,5,6,7,169,181,0.9337,3633
val,153_c6s1_1.jpg,val/153_c6s1_1.jpg,153,6,1,1,188,154,1.2208,3315
val,154_c5s2_4.jpg,val/154_c5s2_4.jpg,154,5,2,4,125,114,1.0965,4390
val,155_c6s3_6.jpg,val/155_c6s3_6.jpg,155,6,3,6,179,189,0.9471,6507
val,159_c1s2_4.jpg,val/159_c1s2_4.jpg,159,1,2,4,101,105,0.9619,2640
val,159_c1s5_1.jpg,val/159_c1s5_1.jpg,159,1,5,1,152,118,1.2881,4175
val,15_c6s2_7.jpg,val/15_c6s2_7.jpg,15,6,2,7,372,338,1.1006,75214
val,165_c5s6_13.jpg,val/165_c5s6_13.jpg,165,5,6,13,610,618,0.9871,19305
val,165_c6s5_10.jpg,val/165_c6s5_10.jpg,165,6,5,10,561,500,1.122,16464
val,168_c4s5_1.jpg,val/168_c4s5_1.jpg,168,4,5,1,482,690,0.6986,30389
val,169_c3s1_8.jpg,val/169_c3s1_8.jpg,169,3,1,8,645,403,1.6005,27103
val,169_c6s3_5.jpg,val/169_c6s3_5.jpg,169,6,3,5,589,469,1.2559,29334
val,171_c6s2_4.jpg,val/171_c6s2_4.jpg,171,6,2,4,379,396,0.9571,18742
val,172_c6s4_4.jpg,val/172_c6s4_4.jpg,172,6,4,4,655,585,1.1197,22688
val,172_c6s5_1.jpg,val/172_c6s5_1.jpg,172,6,5,1,565,465,1.2151,23229
val,174_c1s2_11.jpg,val/174_c1s2_11.jpg,174,1,2,11,543,460,1.1804,25362
val,174_c1s4_0.jpg,val/174_c1s4_0.jpg,174,1,4,0,555,411,1.3504,27114
val,175_c1s6_12.jpg,val/175_c1s6_12.jpg,175,1,6,12,470,455,1.033,22109
val,175_c2s1_9.jpg,val/175_c2s1_9.jpg,175,2,1,9,411,413,0.9952,20516
val,177_c3s5_13.jpg,val/177_c3s5_13.jpg,177,3,5,13,978,894,1.094,51794
val,177_c5s3_5.jpg,val/177_c5s3_5.jpg,177,5,3,5,1101,986,1.1166,59375
val,178_c3s1_2.jpg,val/178_c3s1_2.jpg,178,3,1,2,740,448,1.6518,17391
val,178_c5s5_3.jpg,val/178_c5s5_3.jpg,178,5,5,3,725,476,1.5231,29507
val,181_c5s1_10.jpg,val/181_c5s1_10.jpg,181,5,1,10,663,406,1.633,49604
val,181_c5s5_3.jpg,val/181_c5s5_3.jpg,181,5,5,3,752,442,1.7014,56013
val,182_c1s4_15.jpg,val/182_c1s4_15.jpg,182,1,4,15,437,460,0.95,20718
val,182_c1s4_3.jpg,val/182_c1s4_3.jpg,182,1,4,3,1111,824,1.3483,98997
val,186_c4s6_9.jpg,val/186_c4s6_9.jpg,186,4,6,9,345,337,1.0237,16357
val,187_c4s2_11.jpg,val/187_c4s2_11.jpg,187,4,2,11,762,888,0.8581,60980
val,187_c6s5_8.jpg,val/187_c6s5_8.jpg,187,6,5,8,960,1175,0.817,91554
val,188_c1s5_5.jpg,val/188_c1s5_5.jpg,188,1,5,5,430,329,1.307,10987
val,19_c2s2_7.jpg,val/19_c2s2_7.jpg,19,2,2,7,165,274,0.6022,7382
val,21_c2s3_5.jpg,val/21_c2s3_5.jpg,21,2,3,5,348,265,1.3132,30140
val,22_c5s4_2.jpg,val/22_c5s4_2.jpg,22,5,4,2,127,125,1.016,5634
val,24_c3s6_2.jpg,val/24_c3s6_2.jpg,24,3,6,2,215,184,1.1685,8666
val,25_c1s1_0.jpg,val/25_c1s1_0.jpg,25,1,1,0,159,113,1.4071,7170
val,26_c1s4_6.jpg,val/26_c1s4_6.jpg,26,1,4,6,250,176,1.4205,9201
val,27_c3s2_5.jpg,val/27_c3s2_5.jpg,27,3,2,5,147,153,0.9608,3938
val,28_c3s5_0.jpg,val/28_c3s5_0.jpg,28,3,5,0,160,222,0.7207,7752
val,29_c5s5_0.jpg,val/29_c5s5_0.jpg,29,5,5,0,49,61,0.8033,1433
val,2_c5s6_5.jpg,val/2_c5s6_5.jpg,2,5,6,5,85,170,0.5,3727
val,30_c3s4_8.jpg,val/30_c3s4_8.jpg,30,3,4,8,136,117,1.1624,2632
val,33_c6s6_3.jpg,val/33_c6s6_3.jpg,33,6,6,3,347,553,0.6275,50122
val,43_c3s4_8.jpg,val/43_c3s4_8.jpg,43,3,4,8,117,116,1.0086,2289
val,44_c1s5_0.jpg,val/44_c1s5_0.jpg,44,1,5,0,262,201,1.3035,26825
val,45_c1s1_8.jpg,val/45_c1s1_8.jpg,45,1,1,8,417,354,1.178,66727
val,46_c4s3_2.jpg,val/46_c4s3_2.jpg,46,4,3,2,231,313,0.738,12871
val,48_c4s3_3.jpg,val/48_c4s3_3.jpg,48,4,3,3,164,267,0.6142,19871
val,49_c4s2_6.jpg,val/49_c4s2_6.jpg,49,4,2,6,166,233,0.7124,17256
val,51_c5s3_5.jpg,val/51_c5s3_5.jpg,51,5,3,5,110,115,0.9565,6953
val,56_c3s4_0.jpg,val/56_c3s4_0.jpg,56,3,4,0,76,123,0.6179,2879
val,5_c3s6_3.jpg,val/5_c3s6_3.jpg,5,3,6,3,124,315,0.3937,21428
val,60_c3s2_4.jpg,val/60_c3s2_4.jpg,60,3,2,4,27,57,0.4737,1091
val,63_c6s1_0.jpg,val/63_c6s1_0.jpg,63,6,1,0,313,345,0.9072,29183
val,65_c5s5_0.jpg,val/65_c5s5_0.jpg,65,5,5,0,96,101,0.9505,2556
val,66_c6s4_9.jpg,val/66_c6s4_9.jpg,66,6,4,9,114,119,0.958,4768
val,68_c2s6_4.jpg,val/68_c2s6_4.jpg,68,2,6,4,92,208,0.4423,3224
val,6_c1s2_7.jpg,val/6_c1s2_7.jpg,6,1,2,7,188,202,0.9307,9262
val,70_c3s1_0.jpg,val/70_c3s1_0.jpg,70,3,1,0,64,118,0.5424,2488
val,71_c2s1_0.jpg,val/71_c2s1_0.jpg,71,2,1,0,153,151,1.0132,5664
val,73_c3s1_4.jpg,val/73_c3s1_4.jpg,73,3,1,4,168,146,1.1507,6337
val,78_c1s3_7.jpg,val/78_c1s3_7.jpg,78,1,3,7,208,192,1.0833,10459
val,80_c4s1_0.jpg,val/80_c4s1_0.jpg,80,4,1,0,159,104,1.5288,6858
val,81_c4s3_2.jpg,val/81_c4s3_2.jpg,81,4,3,2,232,182,1.2747,5108
val,82_c6s3_0.jpg,val/82_c6s3_0.jpg,82,6,3,0,142,147,0.966,8074
val,88_c1s5_5.jpg,val/88_c1s5_5.jpg,88,1,5,5,237,214,1.1075,22915
val,90_c2s1_8.jpg,val/90_c2s1_8.jpg,90,2,1,8,96,102,0.9412,3217
val,94_c4s2_3.jpg,val/94_c4s2_3.jpg,94,4,2,3,371,213,1.7418,23109
val,95_c6s3_8.jpg,val/95_c6s3_8.jpg,95,6,3,8,109,132,0.8258,3734
val,96_c6s2_7.jpg,val/96_c6s2_7.jpg,96,6,2,7,201,155,1.2968,15738
query,0_c2s2_6.jpg,query/0_c2s2_6.jpg,0,2,2,6,120,176,0.6818,5690
query,0_c4s6_4.jpg,query/0_c4s6_4.jpg,0,4,6,4,107,151,0.7086,10909
query,0_c5s6_5.jpg,query/0_c5s6_5.jpg,0,5,6,5,92,174,0.5287,9454
query,105_c5s5_5.jpg,query/105_c5s5_5.jpg,105,5,5,5,166,205,0.8098,9715
query,106_c1s4_4.jpg,query/106_c1s4_4.jpg,106,1,4,4,422,248,1.7016,53890
query,107_c6s6_0.jpg,query/107_c6s6_0.jpg,107,6,6,0,411,193,2.1295,25500
query,109_c1s1_1.jpg,query/109_c1s1_1.jpg,109,1,1,1,345,248,1.3911,11843
query,10_c4s5_3.jpg,query/10_c4s5_3.jpg,10,4,5,3,130,131,0.9924,4862
query,111_c6s5_7.jpg,query/111_c6s5_7.jpg,111,6,5,7,176,115,1.5304,9322
query,112_c1s6_5.jpg,query/112_c1s6_5.jpg,112,1,6,5,147,121,1.2149,9020
query,113_c3s6_6.jpg,query/113_c3s6_6.jpg,113,3,6,6,172,106,1.6226,9124
query,114_c2s1_3.jpg,query/114_c2s1_3.jpg,114,2,1,3,205,149,1.3758,7229
query,116_c2s3_1.jpg,query/116_c2s3_1.jpg,116,2,3,1,105,85,1.2353,3709
query,119_c4s1_5.jpg,query/119_c4s1_5.jpg,119,4,1,5,121,110,1.1,6880
query,11_c5s3_6.jpg,query/11_c5s3_6.jpg,11,5,3,6,145,201,0.7214,3802
query,120_c1s3_1.jpg,query/120_c1s3_1.jpg,120,1,3,1,451,324,1.392,31350
query,124_c5s6_7.jpg,query/124_c5s6_7.jpg,124,5,6,7,352,243,1.4486,18278
query,125_c1s2_6.jpg,query/125_c1s2_6.jpg,125,1,2,6,421,378,1.1138,16345
query,129_c4s5_4.jpg,query/129_c4s5_4.jpg,129,4,5,4,154,122,1.2623,4785
query,137_c2s6_9.jpg,query/137_c2s6_9.jpg,137,2,6,9,164,277,0.5921,14054
query,13_c4s2_1.jpg,query/13_c4s2_1.jpg,13,4,2,1,203,239,0.8494,8198
query,146_c1_s3_1.jpg,query/146_c1_s3_1.jpg,146,1,3,1,507,426,1.1901,424994
query,147_c6s5_14.jpg,query/147_c6s5_14.jpg,147,6,5,14,125,127,0.9843,3255
query,152_c3s1_3.jpg,query/152_c3s1_3.jpg,152,3,1,3,252,182,1.3846,9942
query,156_c2s3_7.jpg,query/156_c2s3_7.jpg,156,2,3,7,573,737,0.7775,60304
query,157_c5s5_0.jpg,query/157_c5s5_0.jpg,157,5,5,0,258,230,1.1217,9091
query,158_c3s3_20.jpg,query/158_c3s3_20.jpg,158,3,3,20,307,259,1.1853,12757
query,160_c1s5_8.jpg,query/160_c1s5_8.jpg,160,1,5,8,352,290,1.2138,17366
query,161_c2s4_9.jpg,query/161_c2s4_9.jpg,161,2,4,9,688,658,1.0456,54390
query,162_c4s1_13.jpg,query/162_c4s1_13.jpg,162,4,1,13,359,388,0.9253,13124
query,163_c5s4_0.jpg,query/163_c5s4_0.jpg,163,5,4,0,613,486,1.2613,28307
query,164_c6s3_4.jpg,query/164_c6s3_4.jpg,164,6,3,4,346,233,1.485,12237
query,166_c4s4_11.jpg,query/166_c4s4_11.jpg,166,4,4,11,681,469,1.452,44999
query,167_c3s6_5.jpg,query/167_c3s6_5.jpg,167,3,6,5,569,528,1.0777,28351
query,167_c5s2_23.jpg,query/167_c5s2_23.jpg,167,5,2,23,228,528,0.4318,14179
query,16_c3s4_0.jpg,query/16_c3s4_0.jpg,16,3,4,0,143,183,0.7814,5842
query,170_c2s5_9.jpg,query/170_c2s5_9.jpg,170,2,5,9,1022,793,1.2888,92994
query,173_c1s1_3.jpg,query/173_c1s1_3.jpg,173,1,1,3,1218,791,1.5398,93025
query,176_c3s1_4.jpg,query/176_c3s1_4.jpg,176,3,1,4,547,518,1.056,22878
query,179_c2s5_5.jpg,query/179_c2s5_5.jpg,179,2,5,5,588,890,0.6607,41441
query,17_c4s5_14.jpg,query/17_c4s5_14.jpg,17,4,5,14,75,90,0.8333,2000
query,180_c3s3_14.jpg,query/180_c3s3_14.jpg,180,3,3,14,383,383,1.0,13770
query,183_c4s2_9.jpg,query/183_c4s2_9.jpg,183,4,2,9,968,731,1.3242,43846
query,184_c4s6_10.jpg,query/184_c4s6_10.jpg,184,4,6,10,496,439,1.1298,18439
query,185_c1s4_10.jpg,query/185_c1s4_10.jpg,185,1,4,10,635,508,1.25,25015
query,189_c1s5_10.jpg,query/189_c1s5_10.jpg,189,1,5,10,210,173,1.2139,6372
query,18_c1s2_8.jpg,query/18_c1s2_8.jpg,18,1,2,8,123,191,0.644,7275
query,190_c6s5_9.jpg,query/190_c6s5_9.jpg,190,6,5,9,408,471,0.8662,28328
query,1_c3s2_0.jpg,query/1_c3s2_0.jpg,1,3,2,0,135,237,0.5696,6348
query,1_c5s5_2.jpg,query/1_c5s5_2.jpg,1,5,5,2,112,232,0.4828,5210
query,20_c3s1_0.jpg,query/20_c3s1_0.jpg,20,3,1,0,161,211,0.763,7439
query,23_c2s3_7.jpg,query/23_c2s3_7.jpg,23,2,3,7,172,122,1.4098,11661
query,23_c5s3_2.jpg,query/23_c5s3_2.jpg,23,5,3,2,160,186,0.8602,10023
query,31_c1s2_4.jpg,query/31_c1s2_4.jpg,31,1,2,4,167,247,0.6761,6804
query,31_c3s3_13.jpg,query/31_c3s3_13.jpg,31,3,3,13,244,257,0.9494,11053
query,32_c4s2_6.jpg,query/32_c4s2_6.jpg,32,4,2,6,467,362,1.2901,14768
query,34_c6s2_0.jpg,query/34_c6s2_0.jpg,34,6,2,0,166,134,1.2388,5171
query,35_c3s4_1.jpg,query/35_c3s4_1.jpg,35,3,4,1,166,116,1.431,9072
query,36_c4s5_0.jpg,query/36_c4s5_0.jpg,36,4,5,0,223,228,0.9781,10291
query,37_c1s3_8.jpg,query/37_c1s3_8.jpg,37,1,3,8,204,298,0.6846,7278
query,38_c1s3_7.jpg,query/38_c1s3_7.jpg,38,1,3,7,112,192,0.5833,5204
query,39_c5s2_6.jpg,query/39_c5s2_6.jpg,39,5,2,6,129,221,0.5837,5854
query,3_c2s5_0.jpg,query/3_c2s5_0.jpg,3,2,5,0,130,132,0.9848,5990
query,3_c3s2_3.jpg,query/3_c3s2_3.jpg,3,3,2,3,105,124,0.8468,4899
query,40_c4s4_0.jpg,query/40_c4s4_0.jpg,40,4,4,0,127,179,0.7095,9890
query,41_c3s1_4.jpg,query/41_c3s1_4.jpg,41,3,1,4,255,275,0.9273,19255
query,42_c5s6_5.jpg,query/42_c5s6_5.jpg,42,5,6,5,231,197,1.1726,6796
query,47_c2s3_5.jpg,query/47_c2s3_5.jpg,47,2,3,5,330,200,1.65,10268
query,4_c2s5_0.jpg,query/4_c2s5_0.jpg,4,2,5,0,179,202,0.8861,15118
query,50_c5s4_5.jpg,query/50_c5s4_5.jpg,50,5,4,5,138,147,0.9388,4585
query,52_c3s5_1.jpg,query/52_c3s5_1.jpg,52,3,5,1,150,252,0.5952,4608
query,53_c2s5_0.jpg,query/53_c2s5_0.jpg,53,2,5,0,196,318,0.6164,9531
query,54_c4s1_4.jpg,query/54_c4s1_4.jpg,54,4,1,4,224,190,1.1789,13895
query,55_c2s6_7.jpg,query/55_c2s6_7.jpg,55,2,6,7,275,305,0.9016,14974
query,57_c4s6_9.jpg,query/57_c4s6_9.jpg,57,4,6,9,129,96,1.3438,6679
query,58_c5s2_2.jpg,query/58_c5s2_2.jpg,58,5,2,2,677,581,1.1652,42945
query,59_c1s3_4.jpg,query/59_c1s3_4.jpg,59,1,3,4,333,268,1.2425,32193
query,61_c1s2_6.jpg,query/61_c1s2_6.jpg,61,1,2,6,148,222,0.6667,6254
query,62_c6s4_0.jpg,query/62_c6s4_0.jpg,62,6,4,0,535,511,1.047,41697
query,64_c3s4_3.jpg,query/64_c3s4_3.jpg,64,3,4,3,128,142,0.9014,6626
query,67_c3s2_3.jpg,query/67_c3s2_3.jpg,67,3,2,3,170,142,1.1972,4395
query,69_c6s2_2.jpg,query/69_c6s2_2.jpg,69,6,2,2,194,173,1.1214,16803
query,72_c1s5_1.jpg,query/72_c1s5_1.jpg,72,1,5,1,68,95,0.7158,1960
